count,hate_speech,offensive_language,neither,class,tweet,new_class,cleaned_tweet
3,1,2,0,1,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",2,fuck red malone man bitch ass niggah could you please use complete sentences
3,0,0,3,2,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",1,why the eggplant emoji doe y he say she looked like scream lmao
3,0,3,0,1,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",2,hennessey venom gt url that one sexy bitch
3,0,3,0,1,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",2,him seh me pussy wetter then a shower cu ain ah me seh wetness lmao
3,0,3,0,1,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",2,eaglesnation and every eagles need to see that pic i just posted because that bitch just said the most racist shit
3,1,2,0,1,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn",2,yo fuck skateboarding all you all some wood pushing faggots man ball is life url 
3,0,1,2,2,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",1,baby monkey bathtime url awe this is so adorable
3,0,3,0,1,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",2, i ain t shit damn skippy lol
3,1,2,0,1,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",2,u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy no bs must b percent chance
3,0,3,0,1,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol",2, url rings mvps bitches lol
3,1,2,0,1,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",2,ppl talk bad about the ghetto hood but as a kid growing up a nigga had fun
9,0,7,2,1,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",2,the facts on tattoos tattoo url he a pussy with not tattooing them nipples
3,0,3,0,1,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",2, bitches be wanting to act like niggas so bad that shit aint cute but niggas act like bitches
3,0,3,0,1,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",2,get worshiping bitch url woof woof
3,1,2,0,1,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",2,wow i am lost are those buttcheek piercings url yeah she a hoe
3,0,3,0,1,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",2,ok sis she d rather be a broke bitch shrugs she will have to tell me how it works for her
3,2,1,0,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",0,queer gaywad
3,0,3,0,1,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",2,faggot read my tweets after dat k it wasn t even funny lol
3,0,3,0,1,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",2,this bitch was so ungrateful url fr lulwhore
3,0,3,0,1,"""@CASHandBOOBIES: I been kidnapped yo bitch""",2,i been kidnapped yo bitch
3,3,0,0,0,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",0,alsarabss hes a beaner smh you can tell hes a mexican
3,1,2,0,1,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",2,happy bi hday nigs thanks yo
6,1,5,0,1,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",2,when ur teacher tells u that u have homework url this bitch need to go
3,1,2,0,1,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",2,that nigga was eating that hoe lol hell yea lol john paul nigga said john paul url 
3,0,3,0,1,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",2,what would you all lil ugly bald headed bitches do if they stop making make up weave
3,1,2,0,1,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",2,leafs better win this damn game so i can go riot and shit early christmas you better sta looting my nig
3,0,3,0,1,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",2,going back to school sucks more dick than the hoes who attend it
3,0,3,0,1,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",2,on my way to fuck yo bitch url me as a year old
3,0,3,0,1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",2,how come you never bring me food i dont have a car retard
3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",2,if richnow does not show up with hella tinder hoes im not his friend anymore chill i brought like like prople
3,1,2,0,1,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",2,how bout them cowboys shutup pussy
3,0,3,0,1,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",2,lmao this nigga url bitch want likes for some depressing shit foh
3,0,3,0,1,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",2,girl you know i was spitting that g shit to you you was going lbvs bitch plz
3,0,3,0,1,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",2,let me make a couple tweets off cuzzo page so i will not get in twitter jail lmao bitch do not trick me again
3,0,2,1,1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",2,harlem shake is just an excuse to go full retard for seconds
3,0,3,0,1,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",2,amen miley url but she do not need to act like a hoe just bc she emotionally damaged foh
3,0,3,0,1,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",2,having one loyal female is way better than having hoes idc
3,0,3,0,1,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;",2,pussy licking pussy meow meow stop white people 2014 url 
3,0,3,0,1,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",2,check out our 1 2 th man cowboys nation even with all those faggot ny fans in the stands
3,0,3,0,1,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",2,what happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch
3,0,3,0,1,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",2,im the bitch okay nudes pat wow
3,3,0,0,0,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",0,you are fucking gay blacklisted hoe holding out for teh god clan anyway url 
3,0,3,0,1,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",2,the fuck be wrong with these bitches nobody knows
3,0,3,0,1,"""@Dietrich1892: Yall shut up:p"" make me bitch",2,yall shut up tong make me bitch
3,1,2,0,1,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",2,i hate a i am pregnant type of bitch
3,0,3,0,1,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",2,got bitches in the dm but i do not ever read em which is y your top
3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",1,baseball season for the win yankees this is where the love sta ed
3,0,3,0,1,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",2,little stupid as bitch i do not fuck with you
3,0,3,0,1,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",2,she really asked me that dead ass serious tho all i could say was bitch wheet lol
3,0,0,3,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",1,i am an early bird and i am a night owl so i am wise and have worms
3,0,1,2,2,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",1,overdosing on heavy drugs does not sound bad tonight i do that pussy shit every day
3,0,0,3,2,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",1,pit bulls photographed as lovely fairy tale creatures url they are fairy tale creatures
3,0,3,0,1,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",2,aw fag do not tweet aw to me lol
3,0,0,3,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",1,as long as the lakers trash from now on i could careless and that real cc hahaha
3,0,3,0,1,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",2,i did not say anything tho kiss me then faggot
3,0,0,3,2,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",1,this the i play soccer cheat on girls and wear khaki coloured cargos haircut url yup
3,0,3,0,1,"""@G27Status: I could go for a fat ass bitch on my lap"" same",2,i could go for a fat ass bitch on my lap same
3,0,3,0,1,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",2,missed calls das yo p o bitch twitter finna be screamn free money melle
6,0,6,0,1,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",2,ya side bitch gotta know it rules to this shit anybody ask you my cousin from jersey thinkin bout moving lmmfao 
3,0,3,0,1,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",2,amo los pies url fuck yeah
3,0,3,0,1,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",2,these hoes be thinking meat will not slap they ass ainna bruh
3,0,3,0,1,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",2,yall bitches wit no edges be doing the most talking 
3,0,3,0,1,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",2,yall still going trick or treating this year or nah hell yeah ima be da sweet tooth bandit steal bitches bags n shit
3,0,3,0,1,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",2,i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck
6,0,6,0,1,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",2,if she kiss u with her eyes open watch that bitch lmfao
3,0,3,0,1,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",2,you a woulda coulda shoulda ass hoe 
3,0,3,0,1,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",2,happy bday bitch ass nigga preciate that bitch roll up
3,0,3,0,1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",2,used to send that bitch up
6,0,6,0,1,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",2,ugly bitches be like i am my own wcw duh bitch you ain t nobody elses 
3,1,2,0,1,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",2,nigga you know we hacky sack hoes nah i throw no look passes lmao
3,1,2,0,1,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",2,glad i am getting outta atlanta nothing but a bunch of niggas in outta jail dumb bitches with mad kids fuckin em
3,0,1,2,2,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",1,this is not ghetto it sma url i am doing this idc
3,0,2,1,1,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",2,i would wife a hoe only cuz we would not care that we cheating in each other why force the relationship in the first place
3,0,3,0,1,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",2,being single is not an excuse to be a hoe
3,1,2,0,1,"""@HoskinsTy96: White boy power bitch"" black power bitch",2,white boy power bitch black power bitch
3,0,3,0,1,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",2,lets get drunk get blowed spit shit spark blunts fuck hoes bro white dudes have no chill
3,0,3,0,1,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",2,bitch where u been around the world and back where you been
3,0,3,0,1,"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",2,if i do not get my dick sucked at yo pa y by a bad bitch i am fr gone set it off by
3,0,2,1,1,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",2,oomf is so cute but he probably has hoes on him a lot
3,0,3,0,1,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",2,in every ca oon theirs alway a saving these hoes lmao url lmao damn captain saveahoe
3,0,1,2,2,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",1,who wants to get there nose in these bad bois then scally chav sock fetish stinking url hot sox and legs
3,0,3,0,1,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",2,i wish i was a bitch like my brother keezy ow i bet you do
6,0,6,0,1,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",2,if you dressed up as a cat for halloween you are basic or a pussy
4,0,4,0,1,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",2,can pornhub just get a gaming stream feature so these dumb bitches can gtfo get on it katie
3,0,3,0,1,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",2,stop being scared to choke her during sex u bitch ass niggas she ll like it says the guy who hits women out of bed foh
3,0,3,0,1,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",2,ha well iguess i make them hoes loyal bro theyll never be loyal that y they hoes my nig
6,0,6,0,1,"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",2,oh man its am you off a molly ho where the fuck ya seed at fixed
3,0,3,0,1,"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",2,you are not a man if you refer to every girl as a bitch
3,0,3,0,1,"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",2,lmfao this cat sta ed beating the shit out of me my nigga finally got some pussy my nigga
3,0,1,2,2,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",1,peel up peel up bring it back up rewind back where i am from they move shaq from the line ow who tf said that trash
3,0,2,1,1,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",2,io io alu record ho vine sai pe hahahaha lol anyways haha
3,0,3,0,1,"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",2,naw it my old tape new cover my upcoming mixtape is king of the hill yeah i am waiting on that hoe mayne
3,0,3,0,1,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",2,ol di y foot ass bitches this was too funny to me
3,0,3,0,1,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",2,that where i get my yellow flags for being amazing hell yeah niggy
3,0,3,0,1,"""@KissMySmilee: Don't got time for bitches to be actin iffy.""",2,do not got time for bitches to be actin iffy
3,0,0,3,2,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",1,ucfpinkpa y come on stay alive knights nation this is still the early bird special come at me ut
3,0,2,1,1,"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them",2,these hoes ain t loyal no they ain t url smfh wonder why nobody decent wants them
3,0,3,0,1,"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",2,bruh you studs keep thinking i am soft as hell ask ya girl how many times she screamed she was my bitch oh okay stfu bye hoe
3,0,3,0,1,"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",2,dry pussy bitches always blame it on the condom 
3,0,3,0,1,"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;",2,shut yo bitch ass up url 
3,0,3,0,1,"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""",2,gucci mane in jail and dropping mixtapes every month and you hoes can not even text back
3,0,3,0,1,"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",2,you love these hoes more then money wats wrong these niggas
6,0,6,0,1,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",2,a loyal bitch from the burbs without daddy issues is like finding a holographic mewtwo sounding like me over there lol
3,0,3,0,1,"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",2,easy cum easy hoe that a fact
